TOA5;CR1000XLagunaPiedra;CR1000X;22185;CR1000X.Std.04.02;CPU:FuentePiedraV3.1.CR1X;57757;flux;;;;;;;;;;;;;;;;;;
TIMESTAMP;RECORD;Ux_rmy_Avg;Uy_rmy_Avg;Uz_rmy_Avg;Ts_rmy_Avg;diag_rmy_Avg;CO2_Avg;H2O_Avg;press_Avg;diag_irga_Avg;rh_hmp_Avg;t_hmp_Avg;e_hmp_Avg;panel_temp_raw_Avg;batt_volt_Avg;Rn_meas_Avg;Par_i_Avg;Par_r_Avg;Tsoil_Avg(1);Tsoil_Avg(2);Tsoil_Avg(3);shf_Avg;n_nnd_Tot;n_NaN_Tot;num_Tot
TS;RN;m/s;m/s;m/s;C;unitless;mmol/m^3;mmol/m^3;kPa;unitless;percent;C;kPa;C;V;W/m^2;mV;mV;C;C;C;;;;
;;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Tot;Tot;Tot
21/11/2021 21:30;1272;-0.4583966;0.5733578;0.119755;1.231.698;0;1.660.023;5.963.241;9.644.292;248;893.142;1.528.541;1.550.295;1.372.265;1.178.484;-2.621.595;0.4345798;-10788.81;1.410.691;1.416.902;1.555.978;-2.956.772;0;0;18000
21/11/2021 22:00;1273;-0.6878172;0.2593216;0.08667611;1.197.482;0;1.658.311;5.913.277;9.644.074;248;8.925.668;1.505.569;1.526.652;1.344.744;1.177.279;-3.262.399;0.4168414;-10773.96;1.387.183;1.372.186;1.533.624;-3.246.264;0;0;18000
21/11/2021 22:30;1274;0.3056378;0.1357294;0.03280833;1.194.149;0;1.668.146;5.904.941;9.644.383;248;8.963.233;1.497.896;1.525.475;1.326.595;1.174.037;-1.979.185;0.4459004;-10801.37;1.370.695;1.366.534;1.511.302;-3.624.588;0;0;18000
21/11/2021 23:00;1275;-0.1118205;-0.6322722;0.04451889;1.234.757;0;1.651.788;5.935.176;9.644.119;248;8.975.388;1.531.906;156.131;1.342.974;117.285;-1.142.667;0.4329675;-10811.87;1.368.778;1.382.063;1.498.386;-3.704.332;0;0;18000
21/11/2021 23:30;1276;-1.084.541;0.09045;0.06559444;1.183.848;0;1.654.493;5.855.932;9.642.415;248;8.946.602;1.493.995;1.518.803;135.056;1.170.922;-3.348.048;0.409487;-10769.65;1.361.757;1.358.092;1.489.413;-3.597.255;0;0;18000
22/11/2021 00:00;1277;-1.331.232;-0.134055;0.03292278;1.171.544;0;1.652.133;5.794.675;9.639.278;248;8.968.439;1.479.253;1.508.089;1.335.109;116.858;-1.822.629;0.3910014;-10802.98;1.349.027;134.755;1.474.816;-3.678.418;0;0;18000
22/11/2021 00:30;1278;-2.054.391;0.2932522;0.1719428;116.153;0;1.648.997;5.773.315;9.636.021;248;8.980.892;1.474.535;1.505.599;1.332.346;116.728;-3.245.161;0.3967991;-10771.38;1.342.766;1.338.621;1.464.043;-3.734.478;0;0;18000
22/11/2021 01:00;1279;-2.534.856;0.11427;0.1197528;1.157.846;0;1.645.156;5.741.475;9.632.908;248;9.005.208;1.469.285;1.504.572;1.322.011;116.539;-2.770.037;0.3828929;-10780.47;1.328.716;1.317.972;1.450.707;-3.802.753;0;0;18000
22/11/2021 01:30;1280;-2.279.569;0.3530672;0.1719383;1.159.286;0;1.646.653;5.773.777;9.632.019;248;9.014.032;1.472.922;1.509.577;1.327.344;1.161.797;-2.275.737;0.3794199;-10796.77;1.321.897;1.319.136;1.438.787;-3.895.897;0;0;18000
22/11/2021 02:00;1281;-2.063.038;0.6432166;0.2470261;1.166.295;0;1.643.903;5.734.285;9.630.562;248;902.149;1.475.689;1.513.527;133.259;1.160.427;-2.106.557;0.3338522;-10799.74;1.319.979;1.320.434;14.31;-3.860.619;0;0;18000
22/11/2021 02:30;1282;-1.183.095;0.3300583;0.1338217;1.157.149;0;1.647.422;5.760.634;9.629.466;248;8.999.408;1.471.947;1.506.185;1.328.369;1.158.355;-1.972.203;0.3455937;-10801;1.315.034;1.310.703;1.423.647;-3.809.563;0;0;18000
22/11/2021 03:00;1283;-1.640.804;0.2444383;0.1254556;1.156.133;0;1.746.695;4.315.076;9.628.365;2.517.587;9.014.493;1.467.812;1.504.699;132.997;1.155.386;-3.375.114;0.7714339;-10823.84;1.311.032;129.839;1.416.563;-3.787.939;0;0;18000
22/11/2021 03:30;1284;-1.687.404;0.5663083;0.2079294;1.119.982;0;1.766.136;3.396.819;9.627.083;2.523.614;9.050.318;1.427.087;1.471.454;1.309.894;1.152.585;-358.313;1.103.544;-10799.71;1.289.775;1.240.802;1.401.404;-4.491.146;0;0;18000
22/11/2021 04:00;1285;-1.225.969;-0.03427611;0.03473611;1.161.205;0;1.788.383;3.228.217;9.625.224;251;9.079.535;1.464.404;1.512.223;1.295.254;1.149.932;-2.146.167;1.181.557;-10822.9;1.273.537;1.242.075;137.901;-6.427.831;0;0;18000
22/11/2021 04:30;1286;-0.9728705;-0.06167945;0.02863222;1.148.769;0;1.892.645;2.567.537;9.623.432;2.508.044;9.102.557;1.459.852;1.511.589;1.309.066;114.855;-2.618.231;1.026.005;-10805.42;1.276.328;1.250.472;1.370.949;-567.961;0;0;18000
22/11/2021 05:00;1287;-0.8050317;-0.3685639;0.03514944;1.149.939;0;186.892;4.286.382;9.620.911;2.495.882;9.138.542;145.551;1.513.318;1.300.212;1.146.835;-3.409.828;1.007.566;-10785.46;1.268.225;1.233.954;1.363.315;-5.107.446;0;0;18000
22/11/2021 05:30;1288;-0.356765;-0.4021728;0.04249055;1.154.987;0;1.678.067;5.317.511;9.620.236;249;9.162.609;1.459.567;15.213;127.797;1.144.887;-2.340.891;0.9560775;-10801.58;125.753;1.223.485;1.351.714;-4.945.485;0;0;18000
22/11/2021 06:00;1289;-1.352.772;-0.06724833;0.05354277;1.134.894;0;1.681.755;4.980.533;9.619.807;249;9.176.332;144.793;1.512.144;1.284.184;1.142.257;-2.163.632;0.9381974;-10799.71;1.255.887;1.234.694;1.344.455;-4.894.741;0;0;18000
22/11/2021 06:30;1290;-1.552.078;-0.1465572;0.03352222;1.135.755;0;1.780.484;3.612.082;9.618.468;2.491.739;9.195.119;1.446.279;1.513.622;1.292.051;1.140.212;-2.514.635;0.9378163;-10791.93;1.251.281;1.231.618;1.339.844;-4.777.627;0;0;18000
22/11/2021 07:00;1291;-1.430.718;-0.07259667;0.04756722;1.129.251;0;137.935;1.362.086;9.619.236;2.545.958;9.216.446;1.441.512;1.512.463;1.295.214;1.137.067;-3.063.701;1.461.868;-10795.9;1.247.795;1.225.837;1.334.428;-4.694.081;0;0;18000
22/11/2021 07:30;1292;-1.111.282;-0.6471511;0.01571833;1.130.377;0;1.279.961;1.601.894;961.972;255;9.235.406;1.434.726;1.508.932;1.283.444;1.137.273;-3.308.407;1.272.616;-10795.53;1.240.158;1.210.005;1.326.041;-4.617.898;0;0;18000
22/11/2021 08:00;1293;-0.6185344;-1.016.807;0.03793555;1.151.755;0;1.305.675;1.450.987;9.620.502;255;9.244.463;1.452.807;1.528.189;1.276.311;1.140.093;-1.225.491;4.397.651;-10846.93;124.056;1.230.033;1.318.689;-4.630.211;0;0;18000
22/11/2021 08:30;1294;-0.2030061;-1.125.911;0.02761167;114.954;0;1.566.353;7.829.308;9.619.697;2.541.834;9.220.989;1.463.688;1.535.078;1.283.213;116.933;-379.607;124.245;-10799.68;1.246.095;1.253.327;131.894;-4.460.316;0;0;18000
22/11/2021 09:00;1295;-0.4717872;-1.717.766;0.061595;1.178.505;0;1.843.558;3.547.688;9.620.739;2.499.643;9.096.937;1.516.372;1.566.687;1.328.817;1.267.583;-3.618.524;3.349.505;-10827.3;1.295.673;145.399;1.328.583;-3.888.066;0;0;18000
22/11/2021 09:30;1296;-2.333.565;-0.9857839;0.04240222;1.251.491;0;1.761.778;4.830.454;9.621.838;2.483.078;8.871.095;1.563.663;1.574.882;1.425.019;1.217.079;3.792.023;204.127;-10994.58;1.369.818;149.584;1.374.433;-2.236.983;0;0;18000
22/11/2021 10:00;1297;-3.425.437;-0.4272394;0.05265778;1.303.444;0;1.629.857;5.863.156;9.622.822;248;8.585.947;1.623.926;1.584.085;1.470.336;1.246.818;6.424.425;4.148.253;-11075.15;1.393.347;1.579.221;1.405.693;-140.649;0;0;18000
22/11/2021 10:30;1298;-4.030.638;-0.74569;0.06923889;1.360.011;0;1.626.418;5.777.026;9.623.936;248;7.968.368;1.695.768;1.538.996;1.566.285;1.284.709;1.920.993;6.428.424;-11384.44;1.502.924;1.824.255;1.467.671;-1.374.359;0;0;18000
22/11/2021 11:00;1299;-3.850.231;-0.6221316;0.07938222;1.387.119;0;162.319;5.707.845;9.621.815;248;7.558.357;1.719.004;1.481.361;1.666.442;1.295.492;2.170.762;7.178.686;-11406.63;1.596.426;1.925.113;1.553.044;1.749.001;0;0;18000
22/11/2021 11:30;1300;-4.437.741;-0.2819144;0.1313567;1.429.845;0;1.619.512;5.589.972;961.907;248;7.104.386;17.644;1.433.092;173.936;1.357.988;2.712.189;8.379.571;-11438.16;1.693.281;2.086.736;1.635.914;3.046.271;0;0;18000
22/11/2021 12:00;1301;-4.164.024;-0.2073661;0.1301378;1.373.465;0;1.622.417;5.524.786;9.617.447;248;7.163.103;1.698.812;138.616;1.773.103;1.301.667;1.801.531;5.364.785;-11220.06;1.725.171;2.024.895;1.709.499;3.922.576;0;0;18000
22/11/2021 12:30;1302;-4.091.224;-0.8660499;0.05668778;1.355.391;0;1.624.693;5.485.849;961.608;248;7.244.586;1.680.268;1.385.539;1.724.686;1.302.868;163.338;4.305.342;-11195.32;1.673.438;193.796;1.725.804;3.188.019;0;0;18000
22/11/2021 13:00;1303;-3.667.668;-0.86308;0.02470778;1.387.259;0;162.409;5.500.634;9.613.866;248;7.128.876;1.725.008;1.402.636;1.697.366;1.347.427;2.589.286;6.720.053;-11467.33;1.658.039;1.980.362;1.729.572;2.267.295;0;0;18000
22/11/2021 13:30;1304;-393.579;-1.372.321;0.013555;1.362.536;0;1.626.305;5.457.455;9.612.252;248;7.103.127;1.685.672;1.363.095;1.727.115;1.302.874;1.493.663;3.576.075;-11224.63;1.665.838;1.951.913;175.838;2.238.378;0;0;18000
22/11/2021 14:00;1305;-3.653.071;-0.3748222;0.1053328;1.329.061;0;1.632.105;5.491.147;9.611.131;248;7.304.572;1.653.833;1.373.708;1.706.665;1.324.504;1.949.021;424.496;-11337.56;1.625.611;1.911.337;1.757.908;1.665.941;0;0;18000
22/11/2021 14:30;1306;-3.557.971;0.1378255;0.1439539;1.298.788;0;1.636.127;5.527.886;9.611.312;248;7.430.968;1.627.958;1.374.516;1.698.079;1.297.736;1.626.957;3.556.997;-11269.28;1.629.365;1.949.705;1.768.161;1.305.684;0;0;18000
22/11/2021 15:00;1307;-299.853;-0.2382411;0.08559833;1.237.728;0;1.637.302;5.416.748;9.610.831;248;7.728.037;1.561.495;1.370.112;1.624.171;1.252.993;7.411.104;1.829.352;-11051.81;1.580.122;1.797.409;175.989;9.818.537;0;0;18000
22/11/2021 15:30;1308;-2.892.526;-0.5636844;0.03682889;1.266.443;0;1.634.947;5.388.813;9.608.883;248;7.666.973;1.591.198;1.385.329;1.574.118;1.315.034;1.297.853;3.027.314;-11182.46;1.548.776;1.793.123;1.731.527;-0.4594007;0;0;18000
22/11/2021 16:00;1309;-2.398.655;-0.6399183;0.03139944;1.261.924;0;163.411;5.358.151;9.606.973;248;7.500.168;1.586.791;1.351.483;1.561.562;1.273.598;3.621.309;1.792.049;-10968.57;1.514.288;1.710.797;1.718.321;-5.849.498;0;0;18000
22/11/2021 16:30;1310;-1.947.707;-1.049.295;0.01516056;1.293.858;0;1.631.129;5.398.271;9.603.461;248;7.491.843;1.619.084;1.378.062;1.525.406;1.313.335;6.071.565;1.847.934;-11017.85;1.463.867;1.631.865;1.685.154;-1.408.106;0;0;18000
22/11/2021 17:00;1311;-1.343.462;-1.824.313;0.04298444;1.292.521;0;162.988;5.328.017;960.333;248;7.438.265;1.600.142;1.351.738;1.508.234;1.222.341;-1.882.334;4.283.178;-10838.58;1.415.884;1.551.926;1.649.165;-2.312.399;0;0;18000
22/11/2021 17:30;1312;-0.919986;-2.222.503;0.07745221;1.291.457;0;1.631.922;5.351.796;9.603.097;248;7.447.639;1.597.467;135.111;1.488.692;120.972;-2.032.584;345.812;-10828.28;1.393.842;1.517.627;1.610.388;-2.938.741;0;0;18000
22/11/2021 18:00;1313;-1.633.571;-2.693.284;0.07872222;1.276.397;0;1.634.052;5.371.401;9.603.056;248;7.569.958;1.582.798;1.360.497;1.477.977;1.205.098;-3.252.911;0.8173501;-10802.65;1.376.342;1.480.416;157.841;-316.411;0;0;18000
22/11/2021 18:30;1314;-2.191.125;-3.649.217;0.1054967;1.265.326;0;1.633.457;5.341.485;9.604.231;248;758.639;1.574.279;1.356.035;145.413;1.201.831;-3.631.629;0.7830437;-10789.23;1.344.089;1.421.045;1.545.032;-3.712.165;0;0;18000
22/11/2021 19:00;1315;-1.510.298;-2.205.569;0.05558389;1.241.466;0;1.638.641;5.361.103;9.605.373;248;7.632.491;1.556.679;134.903;1.446.616;1.199.199;-3.376.284;0.7108351;-10795.03;1.324.208;1.406.119;1.514.585;-4.285.205;0;0;18000
22/11/2021 19:30;1316;-0.8787105;-0.4688233;0.01529222;1.186.739;0;1.649.942;5.342.072;960.572;248;7.776.936;1.503.037;1.327.919;1.396.113;1.197.033;-3.328.097;0.5413863;-10790.45;1.303.468;1.370.162;148.915;-4.418.436;0;0;18000
22/11/2021 20:00;1317;-1.382.867;-1.129.503;0.02234611;1.184.773;0;1.645.523;5.252.122;960.435;248;7.857.207;1.500.303;1.339.296;1.337.014;119.404;-4.888.645;0.6011384;-10744.73;1.280.983;1.323.638;1.463.764;-4.586.102;0;0;18000
22/11/2021 20:30;1318;-185.623;-1.265.197;0.01205333;1.183.296;0;1.685.702;4.421.223;9.604.047;2.485.744;7.803.152;1.500.108;1.329.911;1.320.296;1.191.659;-5.043.771;0.7383388;-10741.96;1.264.302;1.325.856;1.437.756;-500.442;0;0;18000
22/11/2021 21:00;1319;-2.724.789;-4.315.578;0.08793166;1.156.613;0;1.890.792;1.952.149;9.603.009;250.922;8.027.777;1.475.546;1.346.593;1.308.622;1.188.482;-9.064.556;1.489.679;-10691.99;1.258.233;1.303.869;1.423.239;-524.691;0;0;18000
22/11/2021 21:30;1320;-3.457.673;-1.130.034;0.1610633;1.029.765;0;1.822.418;2.332.711;9.606.289;2.502.528;8.272.665;1.372.884;1.300.875;1.274.686;1.186.177;-7.405.159;1.913.267;-10754.1;1.243.083;12.628;1.411.221;-5.437.136;0;0;18000
22/11/2021 22:00;1321;-1.768.471;-0.3464916;0.01066722;853.961;0;1.677.821;4.752.992;9.611.144;2.529.257;8.565.026;120.999;1.208.392;1.147.859;1.183.018;-4.332.631;1.900.988;-10779.06;1.196.754;1.143.199;1.436.013;-7.197.086;0;0;18000
22/11/2021 22:30;1322;-1.575.146;-0.08406056;0.1054072;8.657.537;0;1.821.902;2.178.717;9.612.059;251.315;875.409;1.213.289;1.237.719;1.058.253;1.181.945;-6.215.353;1.797.473;-10724.61;1.165.446;1.111.903;139.098;-7.887.086;0;0;18000
22/11/2021 23:00;1323;-1.775.632;0.1200189;0.1027917;8.732.034;0;19.331;6.199.081;9.615.253;250.173;8.843.237;1.222.013;1.257.529;9.956.113;1.179.103;-7.867.813;1.691.217;-10681.48;1.128.365;102.885;1.348.825;-7.878.778;0;0;18000
22/11/2021 23:30;1324;-1.291.091;0.18823;0.1036256;8.973.431;0;2.232.826;1.252.741;9.618.894;2.488.679;8.875.439;1.239.043;1.276.348;9.801.865;1.178.049;-3.151.538;1.597.001;-10779.36;1.108.343;1.041.864;1.313.101;-82.659;0;0;18000
23/11/2021 00:00;1325;-156.478;0.5486316;0.2074978;8.743.877;0;1.666.434;4.538.775;9.618.908;248;8.726.125;1.234.648;1.251.504;9.842.614;1.175.978;-7.732.849;1.453.768;-10672.74;1.099.804;1.012.716;1.292.588;-8.280.645;0;0;18000
23/11/2021 00:30;1326;-0.9867049;0.2998028;0.1323078;8.059.762;0;1.669.295;4.415.962;9.618.795;248;8.568.975;1.169.638;1.177.228;8.941.353;1.174.028;-8.199.231;1.392.425;-10662.14;1.058.227;9.203.413;1.256.515;-8.348.666;0;0;18000
23/11/2021 01:00;1327;-0.9195177;0.5539083;0.1598628;6.984.796;0;1.678.032;424.08;9.619.772;248;8.540.505;1.091.117;1.114.232;8.098.463;1.171.168;-7.868.472;1.362.429;-10666.17;1.013.634;8.577.716;1.212.216;-8.978.454;0;0;18000
23/11/2021 01:30;1328;-0.4168644;0.7403128;0.1329133;5.469.429;0;1.670.561;3.693.243;9.618.793;248;8.686.403;9.536.639;1.033.249;700.956;1.168.739;-673.546;1.403.039;-10692.88;9.702.347;7.918.293;1.169.153;-9.673.978;0;0;18000
23/11/2021 02:00;1329;-1.143.163;0.7257061;0.2095878;5.589.883;0;166.862;3.444.607;9.619.604;248;8.916.838;9.444.963;1.054.761;598.754;1.166.115;-8.124.084;1.572.287;-10655.8;9.284.019;7.350.466;1.128.187;-1.040.698;0;0;18000
23/11/2021 02:30;1330;-0.5385606;0.686065;0.1483239;5.198.261;0;1.680.107;3.733.508;962.017;248;8.932.523;9.273.272;1.044.329;5.827.152;1.163.888;-7.434.833;1.574.823;-10671.09;8.939.685;6.953.846;1.084.299;-1.112.088;0;0;18000
23/11/2021 03:00;1331;0.005461666;0.2344778;0.03037111;5.190.225;0;1.617.046;1.720.171;9.621.178;2.492.775;9.005.736;918.117;1.045.919;5.275.083;1.162.042;-6.396.984;1.639.755;-10694.9;8.611.487;6.540.514;1.039.779;-1.156.125;0;0;18000
23/11/2021 03:30;1332;-0.06926444;0.6596538;0.05807555;4.697.024;0;1.564.291;-3.030.147;9.620.997;2.509.604;9.038.565;8.793.148;1.022.671;4.816.798;1.159.458;-6.861.339;1.639.681;-10680.98;8.300.694;6.107.296;9.978.033;-1.200.907;0;0;18000
23/11/2021 04:00;1333;0.3102339;0.5637761;0.01568056;4.664.924;0;1.633.059;4.546.431;9.620.167;249.703;9.105.301;8.641.423;1.019.797;4.734.818;1.156.614;-7.107.117;1.632.776;-10671.02;8.009.933;5.783.625;9.599.075;-1.251.955;0;0;18000
23/11/2021 04:30;1334;-0.2400489;0.4874744;0.0732;408.447;0;1.395.081;-2.588.183;9.620.987;2.519.533;9.136.208;8.189.684;0.9926877;4.118.404;1.154.288;-6.236.946;1.492.064;-10686.81;7.711.822;5.325.089;9.261.023;-1.281.167;0;0;18000
23/11/2021 05:00;1335;-0.1057044;0.779765;0.072645;3.075.143;0;1.033.825;-1.061.392;9.621.429;2.538.361;9.225.918;7.274.128;0.9417258;3.376.184;1.150.819;-6.061.106;1.543.688;-10687.65;7.424.239;4.919.623;8.926.401;-1.320.396;0;0;18000
23/11/2021 05:30;1336;-0.3847066;0.04808389;0.03209055;2.801.821;0;9.708.986;4.177.291;962.275;255;9.264.098;700.508;0.9279067;2.814.575;114.795;-5.852.192;1.565.282;-10690.69;7.128.091;4.535.223;8.598.542;-135.019;0;0;18000
23/11/2021 06:00;1337;-0.2898161;0.5330467;0.05013722;2.231.388;0;1.822.744;2736.18;9.624.382;255;9.324.628;6.584.763;0.9076139;2.165.666;1.145.029;-5.302.572;1.568.523;-10700.95;6.825.338;4.125.944;8.257.605;-1.379.026;0;0;18000
23/11/2021 06:30;1338;-0.4721228;0.6619522;0.07489277;1.116.303;0;2.513.618;4.474.119;9.625.446;255;9.378.302;5.605.025;0.8531771;1.612.696;1.140.987;-544.066;1.602.075;-10695.67;6.543.516;3.789.938;8.004.407;-1.409.622;0;0;18000
23/11/2021 07:00;1339;-0.3808394;0.7661561;0.08927;0.7430744;0;2.763.623;5.440.492;9.625.558;255;9.499.604;517.206;0.8383849;1.363.243;1.136.998;-5.365.088;2.162.396;-10699.48;6.309.611;3.541.906;7.767.788;-143.975;0;0;18000
23/11/2021 07:30;1340;-0.4557205;0.5243527;0.08066444;0.8290405;0;3.071.129;5.185.126;9.627.472;255;9.542.423;5.211.827;0.8445921;122.421;1.136.727;-4.996.572;1.729.119;-10707.69;6.118.583;3.417.676;7.534.811;-1.450.752;0;0;18000
23/11/2021 08:00;1341;-0.3172344;0.5534177;0.07663611;0.8693544;0;320.564;4.372.857;9.630.164;255;9.585.246;5.292.109;0.8529916;13.036;1.159.611;-8.747.801;8.182.854;-10628.24;6.038.725;3.826.423;7.388.619;-1.443.018;0;0;18000
23/11/2021 08:30;1342;-0.1120294;0.3003144;0.05677833;2.525.629;0;3.108.159;2.954.939;9.632.056;255;9.550.232;6.830.249;0.9460434;2.412.168;1.251.495;-1.309.792;2.044.085;-10539.17;6.497.048;5.625.341;7.460.713;-1.379.263;0;0;18000
23/11/2021 09:00;1343;0.2720783;-0.2579672;0.01166944;324.705;0;2.121.063;279.527;9.633.607;2.509.991;9.425.313;7.982.032;1.009.348;4.440.285;1.287.223;-9.467.443;3.291.376;-10646.92;745.867;7.934.279;7.780.661;-1.194.843;0;0;18000
23/11/2021 09:30;1344;-0.1688639;-0.5080222;0.01551111;4.444.246;0;1.734.744;3.800.859;9.632.565;248;9.370.661;9.416.609;1.105.938;6.205.695;1.309.637;-5.181.808;4.524.047;-10759.16;854.534;1.053.225;8.440.687;-9.580.314;0;0;18000
23/11/2021 10:00;1345;0.3058789;-0.2966611;0.01825889;5.823.245;0;1.719.893;4.018.223;9.633.147;248;9.318.266;109.265;1.216.934;7.803.465;1.296.555;-0.5243659;5.668.961;-10880.7;1.025.648;1.309.439;9.422.625;-6.692.393;0;0;18000
23/11/2021 10:30;1346;-0.5459816;-0.7411628;0.03908055;8.033.389;0;1.688.085;3.991.086;963.428;248;9.027.237;1.238.377;1.297.946;9.525.587;1.331.985;5.679.699;6.380.517;-11016;1.175.584;1.538.046;1.064.399;-3.877.012;0;0;18000
23/11/2021 11:00;1347;-3.090.115;-0.9552189;0.03172222;8.824.887;0;1.669.144;3.746.312;9.633.433;248;7.366.353;1.293.511;1.098.937;1.095.195;1.286.169;6.662.015;3.661.569;-11023.23;1.245.777;1.446.388;1.186.408;-1.448.485;0;0;18000
23/11/2021 11:30;1348;-3.533.813;-0.06654611;0.2068417;9.405.308;0;1.664.572;3.886.299;9.631.734;248;6.774.337;1.346.852;1.045.459;1.178.826;1.311.586;2.781.799;7.937.675;-11514.57;124.408;1.577.715;1.242.442;-125.935;0;0;18000
23/11/2021 12:00;1349;-330.242;-0.5930222;0.07284889;9.457.887;0;1.664.853;3.830.352;9.629.532;248;6.435.429;1.375.613;1.012.088;1.318.286;1.291.816;2.342.923;7.122.437;-11381.4;1.400.426;1.806.664;1.380.252;0.4333413;0;0;18000
23/11/2021 12:30;1350;-3.209.142;-1.159.259;0.03287611;978.254;0;1.661.458;3.847.217;9.626.056;248;6.278.147;1.416.566;1.013.725;1.362.238;1.284.728;3.120.504;8.885.315;-11661.37;1.428.282;1.810.492;1.462.881;1.343.986;0;0;18000
23/11/2021 13:00;1351;-3.445.823;-0.9386444;0.06088;1.030.078;0;1.658.695;3.806.414;9.623.085;248;5.983.867;1.457.735;0.9924458;1.426.814;1.277.924;3.376.518;9.039.505;-11832.65;151.018;193.052;1.516.113;221.615;0;0;18000
23/11/2021 13:30;1352;-3.495.375;-0.2514405;0.1114011;1.045.037;0;1.658.138;3.742.092;9.620.038;248;5.844.194;1.464.346;0.9732765;1.464.661;1.277.793;3.459.047;8.692.535;-11858.77;1.552.484;1.972.911;1.585.789;3.221.711;0;0;18000
23/11/2021 14:00;1353;-2.907.207;-0.432115;0.06411111;1.056.694;0;1.657.646;3.743.604;961.693;248;5.725.349;1.472.029;0.9581411;1.484.388;1.279.437;2.162.917;5.898.331;-11546.99;1.548.555;1.904.439;1.643.058;3.790.427;0;0;18000
23/11/2021 14:30;1354;-2.497.311;-0.07802667;0.09556;1.057.547;0;1.657.117;3.806.431;9.614.703;248;5.971.002;1.446.726;0.9835713;1.418.735;1.294.223;1.549.781;4.494.793;-11379.63;1.455.537;1.710.199;1.636.259;3.187.805;0;0;18000
23/11/2021 15:00;1355;-2.466.136;-0.1167389;0.09472667;1.055.947;0;1.659.043;3.732.824;9.614.804;248;5.830.024;1.442.555;0.9572594;1.396.515;1.283.567;6.280.492;2.482.406;-11172.82;1.400.774;1.627.361;1.613.231;1.979.511;0;0;18000
23/11/2021 15:30;1356;-2.825.413;0.152535;0.1759667;1.041.164;0;1.660.485;3.792.622;9.616.061;248;6.028.226;1.414.761;0.9722114;1.346.153;1.266.796;5.659.063;1.971.854;-11139.74;1.328.079;1.497.793;1.586.442;6.087.152;0;0;18000
23/11/2021 16:00;1357;-2.467.508;0.4356222;0.1772456;1.042.518;0;1.660.528;3.918.207;9.617.471;248;6.249.911;141.297;1.006.878;1.326.204;1.296.169;8.918.845;2.147.236;-11205.44;1.286.342;1.475.846;1.550.946;-8.160.298;0;0;18000
23/11/2021 16:30;1358;-2.033.685;-0.383995;0.06107444;1.027.208;0;16.636;3.928.686;96.184;248;6.248.589;1.407.496;1.003.208;1.339.092;1.256.145;1.700.454;1.322.484;-11039.74;1.257.226;1.421.158;1.530.159;-1.575.338;0;0;18000
23/11/2021 17:00;1359;-1.753.682;-0.2188394;0.05335389;95.716;0;1.668.505;4.033.955;9.619.087;248;6.687.076;1.329.757;1.020.425;1.239.733;1.212.792;-3.819.545;3.341.996;-10834.74;1.197.026;1.291.212;1.496.291;-25.846;0;0;18000
23/11/2021 17:30;1360;-2.456.927;-0.7900566;0.01975833;9.365.935;0;1.671.756;3.924.905;9.618.506;248;6.708.141;1.310.123;1.010.696;1.159.419;1.204.219;-4.567.846;4.593.348;-10799.72;1.141.531;1.194.615;1.444.774;-386.272;0;0;18000
23/11/2021 18:00;1361;-1.814.606;-0.6191077;0.01836333;9.194.467;0;1.675.296;3.970.963;9.617.783;248;6.824.593;1.291.344;101.565;1.117.811;1.199.627;-3.974.664;0.136903;-10798.66;1.102.089;1.159.778;1.396.937;-5.110.302;0;0;18000
23/11/2021 18:30;1362;-2.649.362;1.134.666;0.3464822;7.525.665;0;1.842.204;158.846;9.623.325;2.505.455;7.553.204;1.143.859;1.017.957;1.072.152;1.194.474;-6.291.507;1.244.694;-10719.62;1.074.158;1.109.057;1.338.374;-5.661.182;0;0;18000
23/11/2021 19:00;1363;-1.314.458;-0.7572522;0.06726111;6.904.309;0;1.911.358;7.779.819;9.625.085;2.514.021;8.267.247;1.071.847;1.064.509;9.236.056;1.191.469;-5.499.733;1.727.868;-10723.83;1.037.086;1.040.677;1.262.686;-6.269.667;0;0;18000
23/11/2021 19:30;1364;-1.376.302;0.09848555;0.08436222;66.135;0;2.100.321;-3.306.565;9.629.594;2.501.315;843.515;105.035;1.070.531;8.467.906;1.189.141;-4.545.021;1.718.013;-10740.07;1.006.178;100.044;1.228.318;-6.620.309;0;0;18000
23/11/2021 20:00;1365;-1.931.289;1.057.039;0.3319505;6.834.464;0;1.983.802;2.021.407;9.632.626;2.483.801;8.589.557;1.073.094;1.106.741;8.337.682;1.186.795;-338.852;170.472;-10766.49;9.888.104;9.905.744;1.216.942;-7.029.176;0;0;18000
23/11/2021 20:30;1366;-1.437.531;0.9344;0.2631717;6.478.807;0;1.681.686;4.066.035;9.634.659;248;8.617.223;1.041.896;1.087.548;8.296.576;1.183.917;-5.608.875;1.610.673;-10716.75;9.747.152;9.498.626;1.201.271;-7.235.221;0;0;18000
23/11/2021 21:00;1367;-0.6879583;0.9284039;0.1856328;5.691.035;0;1.679.112;3.929.065;9.636.358;248;8.567.555;9.768.576;1.035.127;7.564.632;1.181.831;-6.301.233;1.581.549;-10698.76;9.360.233;8.612.136;1.145.355;-7.453.349;0;0;18000
