TOA5;CR1000XLagunaPiedra;CR1000X;22185;CR1000X.Std.04.02;CPU:FuentePiedraV3.1.CR1X;57757;flux;;;;;;;;;;;;;;;;;;
TIMESTAMP;RECORD;Ux_rmy_Avg;Uy_rmy_Avg;Uz_rmy_Avg;Ts_rmy_Avg;diag_rmy_Avg;CO2_Avg;H2O_Avg;press_Avg;diag_irga_Avg;rh_hmp_Avg;t_hmp_Avg;e_hmp_Avg;panel_temp_raw_Avg;batt_volt_Avg;Rn_meas_Avg;Par_i_Avg;Par_r_Avg;Tsoil_Avg(1);Tsoil_Avg(2);Tsoil_Avg(3);shf_Avg;n_nnd_Tot;n_NaN_Tot;num_Tot
TS;RN;m/s;m/s;m/s;C;unitless;mmol/m^3;mmol/m^3;kPa;unitless;percent;C;kPa;C;V;W/m^2;mV;mV;C;C;C;;;;
;;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Avg;Tot;Tot;Tot
07/12/2021 03:00;2003;-1.131.956;-0.2253772;0.03438167;1.706.954;0;1.784.225;295.07;9.747.148;247;8.856.576;6.196.112;0.8391884;2.782.552;1.148.058;-4.599.474;0.2045877;-10789.11;5.344.862;3.927.999;6.622.615;-1.021.119;0;0;18000
07/12/2021 03:30;2004;-0.3690505;0.5952622;0.09982222;1.921.177;0;1.773.457;3.020.956;9.745.255;2.470.049;8.898.013;621.585;0.8443917;2.435.803;1.145.268;-4.653.396;0.2273191;-10774.08;5.184.299;3.676.153;6.426.729;-1.017.601;0;0;18000
07/12/2021 04:00;2005;0.3519194;0.9407205;0.03574111;1.321.142;0;178.756;297.619;9.742.477;247;8.911.435;590.139;0.8271841;2.186.803;1.141.793;-4.457.567;0.2963199;-10760.28;5.031.451;3.491.727;6.229.825;-1.022.375;0;0;18000
07/12/2021 04:30;2006;0.4705005;0.46666;0.02947722;0.95963;0;1.806.046;2.894.274;9.740.936;247;898.801;5.490.299;0.810839;1.864.706;1.138.976;-4.659.686;0.2840475;-10759.24;4.861.797;329.611;6.039.937;-1.030.396;0;0;18000
07/12/2021 05:00;2007;-0.3677967;0.6483428;0.0809311;0.5253411;0;1.798.135;2.844.721;9.741.627;247;9.020.661;5.090.505;0.7916899;1.591.028;1.135.787;-4.088.479;0.2564991;-10765.51;4.683.113;3.077.178;5.857.418;-104.127;0;0;18000
07/12/2021 05:30;2008;-0.5638089;0.5392083;0.08749499;0.3535783;0;1.744.834;2.765.975;9.741.928;2.473.989;9.108.027;4.837.165;0.785228;1.105.201;1.131.603;-4.061.389;0.2457989;-10750.11;4.506.015;280.215;5.659.231;-1.052.559;0;0;18000
07/12/2021 06:00;2009;-0.4237894;0.3835628;0.06413889;0.5675477;0;1.784.736;2.846.107;9.742.016;2.470.435;919.129;4.986.466;0.8006075;0.7820243;1.128.832;-3.857.211;0.2104587;-10781.44;4.337.047;2.576.185;5.457.073;-1.064.807;0;0;18000
07/12/2021 06:30;2010;-0.2292522;0.6679721;0.05814222;0.1443078;0;1.779.957;2.785.736;9.743.134;2.471.436;9.206.914;4.638.039;0.7830883;0.4878083;1.125.263;-4.036.396;0.2354235;-10778.99;4.176.223;2.385.207;5.263.207;-1.075.527;0;0;18000
07/12/2021 07:00;2011;-0.3176483;0.8484372;0.06371944;-0.1104611;0;1.768.983;2.706.957;9.744.217;2.472.894;9.273.202;4.381.763;0.7745309;0.3525437;1.121.732;-3.824.778;0.312194;-10781.94;402.845;2.233.235;5.081.883;-1.083.598;0;0;18000
07/12/2021 07:30;2012;0.09495444;0.7346988;0.03150555;-0.1159072;0;1.787.705;2.700.254;9.743.594;2.471.404;9.282.222;439.406;0.7758367;0.3631455;1.119.809;-3.838.208;5.473.342;-10788.34;3.910.536;2.147.303;4.919.473;-108.795;0;0;18000
07/12/2021 08:00;2013;-0.2582033;-0.3283117;0.02314722;0.6162033;0;1.817.284;276.391;9.744.289;247;930.688;511.107;0.8180428;0.5420091;1.134.631;-7.480.955;4.624.045;-10738.87;3.875.944;2.454.133;47.918;-1.084.213;0;0;18000
07/12/2021 08:30;2014;-0.5179972;-0.05540111;0.05082055;1.433.479;0;1.810.225;2.851.607;9.742.735;247;9.173.444;6.203.562;0.8702857;1.819.003;1.220.221;-837.869;1.518.227;-10785.54;4.316.501;3.847.078;4.795.006;-1.030.899;0;0;18000
07/12/2021 09:00;2015;-0.1345367;-0.4915916;0.015;2.583.036;0;1.790.908;2.973.417;9.742.399;247;8.892.576;7.793.871;0.9400959;3.664.735;1.275.573;-4.837.867;2.822.825;-10907.02;521.502;5.849.656;5.076.499;-9.034.007;0;0;18000
07/12/2021 09:30;2016;0.5731283;-0.1378289;-0.008778333;3.606.754;0;178.215;3.084.294;9.740.221;2.474.256;8.318.494;8.925.286;0.9492792;5.681.161;129.248;-1.436.879;4.139.612;-11000.69;6.198.978;812.285;566.839;-733.223;0;0;18000
07/12/2021 10:00;2017;0.1488672;-0.887486;0.01660389;5.245.426;0;1.760.136;3.378.649;974.007;248;7.819.492;1.005.368;0.9630595;7.549.773;1.283.668;1.947.799;5.370.281;-11087.64;7.720.004;105.318;6.525.878;-535.624;0;0;18000
07/12/2021 10:30;2018;-0.1079039;-0.9754799;0.02866611;7.444.827;0;1.729.238;3.599.788;9.738.836;248;7.477.904;1.194.155;104.406;9.314.328;1.281.496;6.292.102;6.455.164;-11194.12;9.125.249;130.141;7.644.234;-3.235.891;0;0;18000
07/12/2021 11:00;2019;0.5037928;-0.1355;-0.009555;9.136.591;0;1.708.443;3.679.143;9.736.752;248;6.668.039;1.399.614;1.064.776;1.163.604;1.301.616;1.123.273;7.371.921;-11313.88;1.115.836;1.552.116;8.960.065;-3.185.426;0;0;18000
07/12/2021 11:30;2020;0.6982366;-0.50529;-0.01604389;1.046.861;0;1.696.341;3.739.534;9.734.361;248;6.208.615;147.972;1.044.118;1.394.277;1.315.512;1.442.217;8.079.182;-11420.4;1.268.796;177.233;1.032.456;2.695.188;0;0;18000
07/12/2021 12:00;2021;1.057.424;-0.1743055;-0.0008694443;1.190.201;0;1.683.511;3.774.623;972.954;248;5.785.988;1.591.816;1.045.643;157.742;1.294.137;1.754.698;8.538.636;-11507.67;140.849;1.959.728;1.165.003;5.677.286;0;0;18000
07/12/2021 12:30;2022;105.986;-0.5092077;-0.049795;1.328.704;0;1.669.314;3.810.933;9.724.701;248;5.361.765;1.706.007;1.041.927;1.740.872;1.281.181;1.879.685;8.765.768;-11550.33;1.543.557;2.110.924;1.290.411;838.604;0;0;18000
07/12/2021 13:00;2023;-0.7290416;0.5751394;0.08550777;1.561.122;0;1.644.738;4.052.073;9.720.988;248;4.948.508;18.898;1.079.878;1.887.055;1.275.542;2.387.758;8.716.983;-11678.43;1.660.874;2.241.143;1.406.132;106.775;0;0;18000
07/12/2021 13:30;2024;-0.7445211;0.9541943;0.1249911;1.643.194;0;1.638.406;4.267.037;9.715.987;248;4.936.829;1.934.586;1.107.877;2.033.002;1.272.587;2.436.096;8.451.092;-11701.72;1.759.367;2.322.104;1.514.354;1.286.226;0;0;18000
07/12/2021 14:00;2025;-1.720.602;0.9711033;0.2309255;1.639.676;0;1.634.353;4.452.658;9.712.066;248;5.157.019;1.932.311;1.155.697;2.101.787;1.274.963;264.367;7.945.027;-11740.43;1.815.471;2.347.909;160.567;1.470.243;0;0;18000
07/12/2021 14:30;2026;-220.827;0.7674422;0.2311766;1.647.342;0;1.631.786;4.474.112;9.707.886;248;5.171.026;1.941.356;1.165.337;2.115.938;1.279.941;2.552.206;719.511;-11706.85;1.825.223;2.322.139;1.672.732;1.569.252;0;0;18000
07/12/2021 15:00;2027;-2.853.187;132.208;0.39911;160.285;0;1.633.729;4.505.252;9.706.796;248;5.377.814;1.895.455;1.177.576;2.087.159;129.105;2.303.211;6.188.253;-11631.72;1.797.336;2.237.224;1.713.243;1.576.556;0;0;18000
07/12/2021 15:30;2028;-2.392.339;1.646.166;0.4029717;1.552.693;0;1.641.198;4.401.841;9.706.949;248;5.477.283;1.844.782;116.217;2.009.173;1.300.396;1.804.172;4.952.711;-11502.77;1.740.414;2.112.555;1.725.149;1.506.383;0;0;18000
07/12/2021 16:00;2029;-2.524.311;155.637;0.3933833;1.500.378;0;1.644.276;4.393.335;9.705.727;248;5.649.812;1.799.392;1.164.993;1.913.162;1.312.298;1.257.808;3.591.005;-11363.7;1.664.463;1.960.629;1.711.741;1.368.611;0;0;18000
07/12/2021 16:30;2030;-2.290.293;137.756;0.3668355;1.460.642;0;1.645.247;4.415.531;9.705.847;248;5.808.516;1.763.261;117.073;1.813.992;129.205;5.787.212;1.947.219;-11198.61;157.859;1.800.699;1.675.728;1.109.969;0;0;18000
07/12/2021 17:00;2031;-1.401.361;0.9544805;0.2255955;1.412.463;0;1.645.901;4.484.513;9.706.435;248;605.983;1.715.371;1.184.834;1.730.207;1.221.909;-1.897.123;4.788.043;-11014.61;1.515.613;1.704.487;1.627.531;8.049.739;0;0;18000
07/12/2021 17:30;2032;-2.187.452;0.3221372;0.1831994;1.366.204;0;1.651.055;447.239;9.707.031;248;6.247.998;16.73;1.189.362;162.606;1.206.928;-3.282.479;4.120.045;-10976.22;145.443;1.594.069;1.576.861;5.993.435;0;0;18000
07/12/2021 18:00;2033;-2.296.887;0.3909416;0.1901722;1.335.056;0;165.492;4.544.164;9.707.649;248;6.455.505;1.645.895;1.207.858;1.568.412;1.202.195;-3.579.955;0.1225373;-10969.76;1.400.761;1.522.998;1.527.781;4.320.931;0;0;18000
07/12/2021 18:30;2034;-2.306.915;0.03774166;0.1187683;1.269.115;0;1.663.694;4.523.639;9.707.857;248;6.641.225;1.589.283;1.198.464;1.501.201;1.198.461;-6.616.847;0.1545201;-10900.24;134.631;1.425.649;1.482.983;3.030.704;0;0;18000
07/12/2021 19:00;2035;-2.023.844;-0.1290506;0.05658111;1.206.515;0;1.671.523;4.542.684;9.708.683;248;6.911.646;1.530.656;120.127;1.406.708;1.194.822;-6.603.978;0.1509307;-10893.82;1.282.853;1.324.105;1.432.376;1.644.328;0;0;18000
07/12/2021 19:30;2036;-3.032.034;-0.07048944;0.1340072;1.164.817;0;1.665.722;4.829.086;9.707.854;248;7.398.575;1.493.378;1.255.204;1.343.577;1.191.478;-6.437.889;0.2501712;-10890.34;1.235.567;1.270.835;1.384.266;3.150.801;0;0;18000
07/12/2021 20:00;2037;-326.825;-0.1448178;0.1089472;10.942;0;1.669.593;5.000.431;9.709.075;248;7.971.154;1.430.607;1.298.685;1.312.726;11.879;-5.805.085;0.3363329;-10894.82;121.037;1.251.665;1.347.761;-6.778.463;0;0;18000
07/12/2021 20:30;2038;-1.555.489;0.006747777;0.06557333;1.034.746;0;1.672.664;4.945.762;9.709.888;248;8.276.204;1.370.504;1.296.985;1.224.755;1.185.999;-7.533.217;0.2723632;-10827.36;1.171.926;1.169.645;1.314.323;-1.251.669;0;0;18000
07/12/2021 21:00;2039;-1.448.348;-0.09514888;0.03941055;1.052.245;0;1.671.358;5.011.197;9.712.198;248;8.461.305;1.381.107;133.528;116.979;1.183.477;-1.183.125;0.3130061;-10963.15;1.143.725;118.076;1.277.682;-1.903.255;0;0;18000
07/12/2021 21:30;2040;-1.545.961;0.06561555;0.07968611;1.080.287;0;1.668.946;506.023;9.712.547;248;8.528.589;1.406.979;1.368.627;1.220.093;1.181.575;-780.213;0.2977264;-10987.75;1.155.608;1.229.341;1.265.529;-2.071.106;0;0;18000
07/12/2021 22:00;2041;-1.806.471;-1.193.312;0.02084222;1.098.767;0;1.664.992;504.649;970.704;248;8.517.828;1.422.288;1.380.529;125.852;1.179.642;-2.339.207;0.3075004;-10960.65;1.159.668;1.227.378;1.262.425;-1.718.139;0;0;18000
07/12/2021 22:30;2042;-2.177.255;-1.693.406;0.01925889;1.142.524;0;1.660.762;5.152.556;9.704.819;248;8.491.384;1.459.873;1.410.141;1.286.766;1.176.757;-1.328.588;0.2974497;-10986.67;1.161.988;1.243.792;1.257.229;-1.524.822;0;0;18000
07/12/2021 23:00;2043;-1.086.104;-0.8384433;0.02110778;115.871;0;1.661.316;5.158.302;9.705.534;248;8.419.642;1.474.321;1.411.329;1.325.874;117.587;-8.872.425;0.2608852;-11003.71;1.170.647;1.258.973;1.256.588;-1.294.576;0;0;18000
07/12/2021 23:30;2044;-0.9365661;-0.1785806;0.06099499;1.157.946;0;1.876.665;3.018.425;970.475;2.482.634;8.392.366;1.473.518;1.406.031;1.335.087;1.174.186;-338.861;0.3228143;-10935.05;117.211;1.260.184;1.256.399;-1.011.207;0;0;18000
08/12/2021 00:00;2045;-1.552.347;-0.08480889;0.06750222;1.152.609;0;2.097.413;2.043.363;9.702.975;2.487.254;857.635;147.022;1.433.737;1.327.856;1.171.633;-3.602.752;0.3920116;-10881.96;117.695;1.271.545;1.255.857;-8.617.279;0;0;18000
08/12/2021 00:30;2046;-1.817.348;-0.1138867;0.05778278;1.161.181;0;1.699.206;4.909.702;9.697.687;248;8.777.973;1.466.656;1.464.151;1.321.397;1.169.901;-3.678.585;0.3635203;-10857.58;1.179.345;1.269.125;1.256.528;-7.530.665;0;0;18000
08/12/2021 01:00;2047;-2.648.325;-0.301395;0.05785277;11.856;0;16.732;5.306.295;9.693.124;248;8.861.672;1.488.902;1.499.443;1.328.676;116.839;-4.710.284;0.3775533;-10833.55;1.185.232;1.282.426;1.257.234;-6.978.984;0;0;18000
08/12/2021 01:30;2048;-2.669.084;-0.3451494;0.05668;1.175.267;0;1.655.949;5.430.673;9.688.474;248;8.851.045;1.482.055;1.491.044;1.320.268;1.164.998;-644.553;0.3346856;-10795.34;1.177.735;1.242.249;125.569;-6.280.238;0;0;18000
08/12/2021 02:00;2049;-274.661;-0.1492817;0.07127611;1.184.853;0;1.656.409;5.397.725;9.689.536;248;8.813.448;1.490.423;1.492.742;1.309.427;1.163.395;-4.414.323;0.2834667;-10839.21;116.443;1.229.195;1.244.951;-8.635.302;0;0;18000
08/12/2021 02:30;2050;-3.091.994;-0.4581294;0.06168277;1.215.358;0;1.653.853;5.362.731;9.689.338;248;8.692.063;1.519.563;1.500.042;133.037;1.161.204;-3.156.265;0.2474332;-10882.54;1.170.415;1.259.925;1.240.423;-1.017.826;0;0;18000
08/12/2021 03:00;2051;-2.480.038;-1.234.282;0.01038167;1.232.113;0;1.651.558;5.345.455;9.685.745;248;8.536.724;1.534.577;1.487.523;1.372.453;1.158.844;-1.339.254;0.1726247;-10942.18;118.403;1.283.475;1.245.289;-8.419.626;0;0;18000
08/12/2021 03:30;2052;-2.358.741;-1.306.459;0.01455111;1.255.216;0;1.649.953;5.323.751;9.683.243;248;8.380.223;1.555.389;1.479.879;1.408.766;1.157.354;-1.077.727;0.1399516;-10963.45;119.344;1.296.313;1.251.777;-5.947.611;0;0;18000
08/12/2021 04:00;2053;-3.022.602;-176.681;0.024185;126.807;0;1.661.909;5.149.473;9.679.619;248;8.259.076;1.569.443;1.471.709;1.438.274;1.154.717;-2.677.791;0.2006171;-10925.98;1.203.937;1.315.201;125.843;-3.563.572;0;0;18000
08/12/2021 04:30;2054;-3.005.854;-0.6247928;0.02243055;1.215.948;0;1.813.964;1.735.326;9.678.162;2.546.142;8.508.606;1.525.223;1.473.599;1.427.605;1.150.723;-4.605.686;0.700443;-10815.68;1.208.436;1.318.365;1.265.374;-0.7245812;0;0;18000
08/12/2021 05:00;2055;-258.015;-0.6991761;0.02942278;1.222.272;0;3.113.157;3.018.999;9.678.166;2.549.999;8.870.397;1.515.506;1.526.878;1.398.409;1.149.043;-2.590.691;0.8609934;-10808.68;1.201.724;1.292.859;1.267.831;1.431.287;0;0;18000
08/12/2021 05:30;2056;-2.569.911;-0.01871389;0.1133333;1.237.142;0;3.071.276;3.585.163;9.676.991;2.549.999;904.362;1.527.292;1.568.511;1.396.245;1.146.783;-2.237.518;0.8878609;-10820.96;119.838;1.287.074;1.267.195;2.567.439;0;0;18000
08/12/2021 06:00;2057;-4.503.735;1.177.394;0.4473744;1.234.511;0.001333333;2.535.649;-1.189.989;967.923;2.549.996;9.131.527;1.522.369;157.875;1.397.196;114.449;-3.289.441;1.109.865;-10813.93;119.656;1.270.582;126.624;3.530.298;0;0;18000
08/12/2021 06:30;2058;-323.911;1.157.413;1.554.774;1.061.079;0.164;2.894.099;-1.465.152;9.685.315;2.540.723;912.163;1.429.111;1.485.649;1.360.083;1.141.221;-4.609.958;1.406.754;-10801.31;1.186.784;1.229.156;1.261.587;4.083.919;0;0;18000
08/12/2021 07:00;2059;-2.601.189;1.783.767;0.4573428;1.051.013;0;3.335.252;-1.761.129;9.691.737;2.543.504;9.003.863;1.376.954;1.417.005;1.256.462;1.137.826;-4.639.436;1.404.082;-10791;1.153.738;1.167.786;1.244.019;-0.09557968;0;0;18000
08/12/2021 07:30;2060;-1.831.483;0.9818866;0.2935033;1.055.543;0;380.813;-1.680.796;9.696.717;2.522.872;882.792;1.380.934;1.392.906;1.205.502;1.136.051;-273.929;3.409.027;-10837.75;1.131.864;1.150.544;1.222.797;-7.124.338;0;0;18000
08/12/2021 08:00;2061;-1.134.595;1.038.288;0.3412839;1.035.692;0.01733333;2.488.685;1.709.401;970.097;2.483.791;8.713.547;136.843;1.363.745;1.189.555;1.135.775;-7.069.232;1.951.873;-10882.65;1.120.096;1.142.699;1.208.043;-121.574;0;0;18000
08/12/2021 08:30;2062;-1.456.992;0.672565;0.2167605;1.027.339;0;1.680.607;4.638.714;9.705.793;248;8.461.384;1.363.571;1.320.078;1.176.922;114.731;1.986.613;8.671.428;-10952.03;1.114.848;1.154.797;1.197.429;-1.527.588;0;0;18000
08/12/2021 09:00;2063;-1.746.782;0.7691399;0.2341228;1.040.422;0;1.680.511;4.599.168;9.708.087;248;81.821;1.387.812;1.296.736;1.191.029;1.239.094;-171.674;2.721.964;-10879.23;112.954;1.253.018;1.198.056;-160.353;0;0;18000
08/12/2021 09:30;2064;-2.215.199;0.8246539;0.2708778;105.226;0;1.679.395;4.486.028;9.709.998;248;7.803.119;1.412.936;125.706;1.252.173;1.275.464;-2.833.676;4.194.063;-10872;1.181.385;1.409.695;1.219.217;-1.056.859;0;0;18000
08/12/2021 10:00;2065;-2.612.029;1.602.607;0.3757595;1.089.023;0;1.675.137;4.437.176;9.712.339;248;7.431.717;1.446.183;1.223.337;1.348.913;1.281.333;1.245.402;5.572.278;-11235.43;1.287.433;1.612.856;1.264.541;0.08842392;0;0;18000
08/12/2021 10:30;2066;-290.559;1.579.324;0.4601067;1.072.329;0;1.675.525;4.458.612;9.712.395;248;7.492.294;1.427.482;1.218.438;1.426.972;123.684;1.018.445;262.061;-11178.2;1.333.753;1.566.352;1.329.658;1.454.437;0;0;18000
08/12/2021 11:00;2067;-3.469.958;1.435.594;0.4544994;1.107.568;0;1.673.241;4.435.234;9.711.853;248;7.361.677;1.459.481;122.217;1.417.906;12.7;1.733.607;4.542.251;-11339.84;1.327.647;1.579.603;1.351.653;1.995.076;0;0;18000
08/12/2021 11:30;2068;-3.620.729;1.644.821;0.5019111;1.115.381;0;1.673.118;4.506.354;9.709.978;248;7.373.727;1.465.191;1.228.758;1.450.729;125.344;1.357.923;3.231.039;-11256.98;1.354.459;1.599.428;13.845;2.281.978;0;0;18000
08/12/2021 12:00;2069;-3.393.673;2.080.408;0.5618927;1.103.087;0;1.674.527;4.512.395;9.707.529;248;7.405.812;1.455.107;1.226.097;1.441.979;1.261.561;1.211.079;335.156;-11225.68;1.341.622;1.555.814;1.400.529;2.404.029;0;0;18000
08/12/2021 12:30;2070;-3.196.223;2.089.052;0.5201294;1.173.263;0;1.670.964;4.590.484;9.703.773;248;7.328.088;1.518.145;1.263.513;1.451.254;1.293.068;2.498.104;6.970.414;-11578.55;1.381.085;1.703.954;1.416.216;2.198.221;0;0;18000
08/12/2021 13:00;2071;-2.543.469;2.958.508;0.5075877;1.199.267;0;1.669.366;4.530.186;9.702.751;248;7.076.311;154.257;123.931;153.932;1.278.388;2.596.043;658.632;-11675.99;1.448.304;1.779.126;1.473.661;2.981.796;0;0;18000
08/12/2021 13:30;2072;-2.865.587;2.326.983;0.4790678;1.199.259;0;1.668.654;4.391.566;9.700.118;248;6.841.799;1.542.719;1.198.612;1.592.757;1.281.616;1.601.336;375.79;-11449.64;1.507.076;1.840.521;1.531.804;4.126.969;0;0;18000
08/12/2021 14:00;2073;-3.709.675;1.834.705;0.5586966;1.162.163;0;1.670.045;4.297.847;9.699.143;248;6.784.987;1.510.152;1.163.874;1.549.113;1.271.308;1.141.149;3.328.322;-11333.4;1.450.927;1.679.112;1.546.235;4.792.544;0;0;18000
08/12/2021 14:30;2074;-4.249.511;202.334;0.599571;1.214.781;0;1.665.878;4.257.286;9.697.353;248;6.638.389;1.562.308;1.177.442;1.529.438;1.303.764;2.617.042;5.864.143;-11673.73;1.435.415;1.730.899;1.535.162;411.072;0;0;18000
08/12/2021 15:00;2075;-5.212.668;2.240.944;0.7172183;1.184.686;0;1.666.455;4.037.913;9.697.799;248;6.312.589;1.540.858;1.104.677;15.738;1.266.746;1.454.115;3.528.162;-11406.2;1.452.002;1.722.716;155.431;4.100.048;0;0;18000
08/12/2021 15:30;2076;-4.209.302;277.739;0.6980433;1.151.106;0;1.666.139;3.726.228;9.700.247;248;6.002.297;1.512.652;1.031.084;1.473.877;1.290.089;1.132.893;3.571.583;-11320.3;1.361.573;1.499.734;1.531.861;3.692.407;0;0;18000
08/12/2021 16:00;2077;-3.548.775;2.376.125;0.6069116;1.105.998;0;1.667.871;3.672.534;9.700.442;248;5.972.376;1.470.895;0.9987823;1.409.632;1.227.138;-2.407.432;1.188.911;-11000.88;12.921;1.371.135;148.379;2.049.763;0;0;18000
08/12/2021 16:30;2078;-3.826.249;2.244.517;0.6249733;110.264;0;1.667.275;368.428;9.702.827;248;6.041.825;14.66;1.007.304;1.330.907;1.214.042;-2.999.652;8.629.073;-10978.63;1.227.411;1.274.222;1.424.121;2.657.551;0;0;18000
08/12/2021 17:00;2079;-3.671.814;1.886.054;0.5624605;1.080.784;0;1.668.729;3.594.898;9.705.194;248;599.592;1.445.396;0.9864447;1.280.286;1.204.624;-5.143.128;4.033.956;-10926.76;1.174.594;1.188.792;1.369.665;-1.305.492;0;0;18000
08/12/2021 17:30;2080;-381.064;2.065.825;0.5802428;1.032.315;0;1.672.281;3.404.821;9.707.961;248;58.01;1.407.135;0.9310074;1.228.107;1.196.008;-8.077.264;5.489.937;-10855.57;1.120.478;1.093.806;1.315.889;-2.583.896;0;0;18000
08/12/2021 18:00;2081;-3.380.433;1.593.004;0.5043344;9.962.625;0;1.674.737;3.464.536;971.142;248;6.007.979;13.698;0.9410941;1.157.268;1.191.133;-8.829.098;0.2232924;-10834.81;1.063.146;1.008.666;1.262.012;-3.792.208;0;0;18000
08/12/2021 18:30;2082;-3.948.227;1.821.766;0.5932983;9.672.004;0;1.676.593;3.566.364;971.383;248;6.277.803;1.343.447;0.9665998;1.102.905;1.187.546;-9.028.767;0.2565429;-10827.62;1.018.044;9.543.186;1.211.666;-4.814.769;0;0;18000
08/12/2021 19:00;2083;-3.074.831;1.494.065;0.4702766;9.276.383;0;1.680.326;3.642.953;9.717.278;248;6.550.554;1.306.095;0.9843172;1.062.225;1.184.217;-8.765.892;0.2166853;-10830.73;982.463;911.395;1.167.689;-56.015;0;0;18000
08/12/2021 19:30;2084;-3.689.474;1.455.673;0.475875;9.216.258;0;1.681.044;3.691.224;9.720.464;248;6.724.836;1.297.432;1.004.844;1.018.713;1.181.507;-8.994.404;0.2906626;-10824.66;952.472;878.056;1.127.199;-6.116.864;0;0;18000
08/12/2021 20:00;2085;-3.295.672;1.504.549;0.4727772;8.827.771;0;1.685.531;3.744.058;9.723.669;248;689.715;1.264.172;1.008.242;1.004.736;1.178.635;-860.443;0.2466333;-10832.58;9.288.486;8.537.186;1.090.817;-6.543.316;0;0;18000
08/12/2021 20:30;2086;-2.304.379;1.374.628;0.4154522;8.292.363;0;1.689.462;3.787.206;9.726.731;248;7.217.902;1.212.976;1.020.264;9.619.846;1.175.916;-8.211.691;0.1963116;-10835.56;90.521;820.375;1.057.599;-6.788.493;0;0;18000
08/12/2021 21:00;2087;-2.391.499;1.082.284;0.3464339;8.056.593;0;1.690.836;3.813.987;9.728.762;248;7.410.624;1.189.577;1.031.506;91.348;1.172.871;-8.169.564;0.2089621;-10832.79;8.822.677;7.918.027;1.026.367;-7.038.374;0;0;18000
08/12/2021 21:30;2088;-1.658.371;1.009.613;0.27904;7.836.634;0;1.691.427;3.844.294;9.729.765;248;7.573.664;1.167.777;1.039.156;8.707.969;1.170.957;-7.851.024;0.1890552;-10833.24;8.603.325;761.489;9.975.601;-7.273.058;0;0;18000
08/12/2021 22:00;2089;-1.456.074;0.9503211;0.2642061;773.891;0;1.693.182;3.838.321;9.731.346;248;764.726;1.159.171;1.043.335;8.435.258;1.168.702;-754.186;0.2196815;-10837.71;8.405.803;7.389.521;9.705.712;-7.511.385;0;0;18000
08/12/2021 22:30;2090;-1.763.861;1.115.655;0.3005889;7.605.762;0;1.694.592;3.849.418;9.732.028;248;7.746.368;1.146.406;104.797;8.101.382;1.166.156;-7.808.943;0.2429859;-10822.84;8.200.576;712.912;9.458.604;-7.712.716;0;0;18000
08/12/2021 23:00;2091;-1.982.945;1.118.149;0.3464044;7.556.023;0;1.696.091;3.894.067;9.731.484;248;7.845.261;1.142.527;1.058.581;8.105.893;1.163.195;-7.871.043;0.261854;-10818.35;8.055.959;7.049.342;9.238.604;-7.906.062;0;0;18000
08/12/2021 23:30;2092;-1.292.159;1.129.734;0.2386405;6.927.753;0;1.700.321;3.859.791;9.733.217;248;7.945.934;1.089.645;1.035.405;8.001.808;1.161.029;-7.404.342;0.1697732;-10803.83;7.908.613;6.812.764;9.041.514;-7.946.014;0;0;18000
09/12/2021 00:00;2093;-0.8734766;0.9931105;0.208185;5.645.592;0;1.712.073;3.753.533;9.736.717;248;8.265.179;9.667.107;0.9919332;7.207.868;1.158.056;-725.432;0.06074776;-10736.91;7.668.885;6.322.863;8.801.606;-8.058.459;0;0;18000
09/12/2021 00:30;2094;-2.803.772;1.042.156;0.3743828;7.102.324;0;170.004;3.868.928;9.735.901;248;8.310.612;1.097.017;1.087.973;6.795.269;1.155.405;-8.019.484;0.3060714;-10743.55;7.454.438;6.265.608;8.559.443;-8.410.271;0;0;18000
09/12/2021 01:00;2095;-2.597.674;1.090.183;0.3593072;7.068.521;0;1.701.216;3.871.997;9.735.313;248;8.176.494;1.097.265;1.070.624;7.302.113;1.153.033;-7.934.711;0.3035607;-10753.45;739.121;6.276.142;8.396.318;-8.511.794;0;0;18000
09/12/2021 01:30;2096;-3.370.097;1.202.159;0.4339861;7.006.471;0;1.701.544;3.863.321;973.421;248;8.157.767;1.094.087;1.065.918;7.556.171;1.150.555;-8.191.595;0.3133829;-10757.17;7.342.703;6.269.185;8.265.018;-8.364.411;0;0;18000
09/12/2021 02:00;2097;-3.509.007;132.811;0.4495505;6.863.888;0;1.703.273;3.884.688;9.735.947;248;8.201.326;1.081.877;1.062.927;7.725.658;1.147.413;-8.317.628;0.3027036;-10751.83;7.296.629;6.263.326;8.151.859;-8.205.479;0;0;18000
09/12/2021 02:30;2098;-2.800.337;1.245.198;0.4078766;6.571.584;0;1.705.957;3.881.223;9.738.578;248;8.325.191;1.054.365;1.059.375;7.630.597;114.467;-8.240.391;0.2254643;-10734.14;721.584;6.096.166;8.007.293;-8.047.482;0;0;18000
